VMail Message;Day Mins;Eve Mins;Night Mins;Intl Mins;Area Code;Phone
36;309.9;200.3;183.5;14.2;415;351-7369
0;201.9;226.8;217.5;13.7;415;349-9566
0;149.8;180;140;11.7;408;333-3421
30;183.8;229.7;144.1;7.7;408;393-8199
21;186.7;335;187.2;16.5;408;388-4879
0;209.4;347.3;246;7.4;415;353-6007
25;223.2;183.2;150.8;10.2;415;416-1557
0;164.2;155.4;168.9;10.7;415;356-7217
0;150.5;193.1;311.6;10.3;408;350-2012
0;234.2;293.1;183.9;9.8;510;420-9838
0;55.3;164.7;200.7;10.2;408;373-6379
0;221.8;203.8;215.8;8.4;408;355-7293
0;169.6;58.9;179.3;7.4;415;406-4588
0;89.7;260.1;170.1;13.5;408;345-1524
14;80.2;219;122.6;8.6;408;375-8493
0;218.9;299.9;158.6;11.3;408;361-2924
0;125.7;207.6;183.1;12.9;408;359-6163
0;176.3;93.4;207.2;9.6;510;411-8140
29;207.2;254.1;169.3;9.5;510;381-9049
0;205.7;161.9;269.7;12.5;415;344-4478
28;151.4;152.4;250.1;0;408;360-2690
0;157.5;130.7;193.4;9.6;510;410-7383
0;160.4;102.6;235.3;9.1;408;356-1889
0;159;167.9;167.6;12.3;415;341-2360
46;214.1;200.9;246.8;9.2;510;370-3021
0;102.6;246;170.5;9.1;510;336-4656
0;159.7;197.5;121.6;13.9;415;386-2810
0;202.8;165.8;143.9;4.6;510;350-1354
0;57.5;265.5;244.3;11.6;415;346-5707
0;169.9;225.2;169.7;11.4;415;405-8370
0;335.5;212.5;265;12.7;415;373-2053
0;139.5;289.3;129.4;13.1;415;369-5222
29;142.3;118.7;240.1;6.6;415;347-7420
0;187.8;248.6;208.8;10.6;415;392-6856
0;146.2;261.5;163.2;8.7;415;371-5556
0;231.8;150.6;269.2;11.6;510;334-5337
0;193.7;154.2;299;12.7;415;334-8817
0;156.4;233.4;195.7;7.7;510;339-1405
29;220.7;217.7;190.5;13.2;415;380-7742
37;239.8;221.9;189.1;7.3;408;329-6191
43;172;200.2;233.1;8;510;340-3075
35;128.2;274.5;298.9;8.8;408;416-5849
0;130.2;290.9;194.8;14;510;334-7443
0;195.4;154.6;142.8;11.6;510;394-9121
0;293.3;188.5;266.9;14.5;415;383-1657
0;191.3;193.9;268.4;12.8;415;347-4112
0;122.4;143.8;157;11.5;510;362-8280
33;209.6;146.9;121;10.6;408;402-9982
0;215.7;146.3;264.6;7.1;415;392-8905
0;161.4;220.6;249.2;5.1;415;392-5512
0;144.2;226.7;144.6;13.8;510;351-6384
37;220.2;185.3;205.1;4.1;408;348-8015
0;256.2;160.7;249.4;7.4;510;374-6966
0;112.7;217.7;152.1;6.5;415;328-2236
0;299.5;226.7;210.7;13.7;415;372-6497
0;194.8;170.9;225.1;13.9;408;417-8617
0;100.8;230;193.6;9.5;415;361-9621
22;82.5;289.9;180;4.8;408;421-2723
34;146.4;89.7;220;15.6;415;327-9341
0;177.9;224.6;306.3;10.8;408;383-5474
27;153.5;194;256.5;10.2;510;328-8147
0;150.7;197.3;169;9.2;408;373-5438
19;180.1;127.5;237.4;7.5;408;333-9253
31;265.3;147.6;259.3;12.9;415;347-9421
0;128.6;134;210.6;11.4;415;419-3167
0;161.5;173.5;206.2;7.9;415;414-4162
0;165.3;198.5;208.5;9.8;408;416-5341
0;195;210.5;180.6;11;415;368-8600
0;213.8;265.1;239.8;15.6;415;336-6085
24;205.5;219.3;215.9;14;510;377-1479
22;252.9;177.9;158.4;8.5;415;360-2107
28;235.6;227.9;170.3;15.4;408;405-9384
0;192;127.6;155.6;7.5;415;420-5179
39;69.1;101.3;104.8;9.1;415;331-3174
0;261.7;210.6;256.7;6;408;411-5958
0;235.5;257.2;103.1;11.5;415;333-8180
0;213.4;204.9;179.7;9.5;408;357-2679
39;206.9;127.8;199.2;9.2;415;396-2867
22;263.8;103.4;208.1;8.5;415;341-9443
31;183.4;195.5;180.1;10.5;510;341-4103
0;157.6;194.1;231.5;9.4;510;416-8701
0;175.6;161.8;289.5;9.3;415;397-6109
0;242.5;102.8;142.4;9.3;415;392-5587
0;151;131.4;186.6;9.9;415;392-9342
0;138.1;164.5;134.9;8.3;415;368-2845
0;264.7;305;197.4;9.5;408;405-4920
31;282.3;152;225.5;12;408;348-7484
0;211.2;237.7;259.2;12.3;415;338-5207
0;197.1;130.1;78.1;7.4;415;418-7846
0;205.3;166.7;240.6;7.8;408;358-8729
22;181.8;228.1;262.7;9.2;415;349-1943
0;252;150.2;151.8;9.6;415;368-8283
0;193.8;118.9;135.9;9.2;510;345-1419
0;231.2;188.7;206.9;12.3;415;358-8025
33;200.1;188.9;205.1;15.5;415;383-8695
26;266.7;232.3;212.8;16.3;408;370-7565
36;118.1;221.5;103.9;11.9;415;401-6162
0;175.3;144.3;160.2;11.8;408;386-5303
0;125.1;248.8;211.3;11.2;408;351-6552
0;176.8;224.7;204.6;7.5;415;345-5338
0;241.9;129.4;264.8;5.9;415;330-2849
0;241.2;116.5;152.2;10.6;408;364-6801
0;217.1;236;118.3;9.4;408;375-3003
0;195.4;181.2;178.5;8.9;510;383-8878
0;222.4;327;208;8.7;415;384-2372
0;189.5;189.8;205.8;13.1;510;377-7107
0;123.1;158.4;256.1;9.3;415;361-1581
38;256.7;150.5;123;11.4;415;417-7888
0;159.1;241.6;202.4;6.5;408;383-8364
0;100.1;233.3;204.4;11.1;408;396-2335
32;30.9;187;230.8;8.6;415;408-4530
0;223.2;214.4;154.4;10.1;415;408-6621
0;187.4;199.9;216.1;12.6;510;393-7522
21;315.6;208.9;260.1;12.1;510;338-7120
0;277.5;131.8;126.9;8.2;415;357-4265
0;189.8;197.3;234.5;14.9;415;398-8801
0;147.2;192.8;172.7;10.2;510;346-2347
0;185.8;276.5;192.1;5.7;408;343-2741
29;155.4;188.5;254.9;8;510;420-8242
0;154.2;268.6;188.8;10.9;510;402-7746
0;97.6;105.5;220.2;11.6;415;332-1494
0;178.8;178.4;169.2;7.5;415;388-6223
0;149.3;273.6;206.6;9.1;408;404-9539
0;206;186;307.1;8.4;415;341-7332
0;216.8;190.8;187.5;11;415;338-7886
0;103.3;129.1;167.1;10.7;415;332-5596
0;139.4;159.1;128.2;7.7;415;348-9945
0;191.2;163.9;243.6;14.1;415;407-1896
23;160;189.4;229.9;10.4;510;398-9408
0;221.7;193;194.1;6.5;510;369-8005
0;62.9;231;168.9;8.5;415;346-2530
0;215.6;195.3;194.4;3.6;415;400-5984
42;165.3;223.5;260.8;7.6;510;351-1007
32;94.7;154.4;200.4;10.6;415;345-5980
0;203.2;152.5;197.8;9.7;510;368-8964
0;195.3;216.7;259.9;12.5;510;358-1912
0;143.7;297.8;212.6;11.4;510;379-3132
0;114.4;78.3;232.7;0;415;340-9910
0;222.8;203;210.6;6.9;415;396-2719
22;175.9;211.7;174.5;7.3;415;369-6204
0;249.9;242.5;151.7;15.3;510;420-9971
30;234.5;195.2;268.8;11.4;408;410-3782
0;210.7;219.2;179.7;7.2;415;404-4481
0;182.3;169.9;184;9.3;408;383-9255
0;190.3;194.5;256.5;11.7;510;418-9385
38;177.1;163.7;242.7;7.4;415;360-9676
36;87.2;169.3;166.7;10.9;510;327-3587
0;215.6;193.4;105.4;13.5;415;385-4715
0;137.4;237.6;206.7;14;510;414-2695
36;192.8;177;216.5;16.4;510;331-5999
0;149.3;200.2;231.7;11.9;510;337-7739
0;143.7;170.7;287.7;7.8;408;388-6658
0;224.8;190;221.4;9.2;415;405-6943
39;261.2;214.2;154.9;12.7;510;382-4084
26;196.5;175.8;221.8;13.4;415;352-8249
0;271.2;202.6;221.6;11.5;510;353-8363
0;207.2;292.5;226.3;8;415;416-2825
0;300.4;133.2;197.4;7.2;510;342-6696
37;229.6;132.3;211.9;9.5;408;338-9210
20;187.5;169.8;175.3;12.1;415;328-1768
0;57.1;199.7;274.7;6.5;415;406-5870
0;162.1;155;189.7;11;415;398-3834
0;145;175.8;223.7;16.7;415;330-7754
0;159.5;240.8;210.3;11.4;510;414-9054
0;190.7;208.6;203.8;8.8;510;350-2832
20;230.6;189.1;162.2;9.4;510;414-9027
0;34;278.6;129.6;11.5;415;337-1225
17;193.4;240.6;248.1;11.4;415;394-6577
0;202;163.5;195.4;10.4;408;359-6995
0;191.7;241.4;203.5;9.1;415;377-7561
26;161.3;250.3;142.4;6.6;415;380-6631
0;150.6;119;232.9;6.4;415;390-8876
0;184.6;196;226.5;7.8;510;413-2201
0;220.7;270.2;121.6;8.7;408;374-2073
0;167.3;198.5;133.1;11;510;417-1272
32;154;185.5;148.2;8.2;415;358-1129
29;121.1;186.4;241.7;10.1;415;394-1211
23;182.1;164.6;128.8;12.7;510;327-1319
0;109.6;137.6;159.7;11;415;399-4413
0;209.9;121.9;253.7;9.6;415;393-9985
0;167.5;242.1;101.2;11.4;415;401-8377
0;213.9;239.8;148.7;9.8;415;331-3202
0;115.8;243.3;184.6;13.1;415;358-5953
30;276.6;220.1;177.9;9.8;510;380-7624
21;179.4;181.1;320.7;9.5;415;416-5261
0;187.3;270.8;206.4;10.1;510;417-5067
0;201.2;227.2;145.8;8.4;408;345-6515
0;189.6;267.4;184.5;1.3;415;406-1349
35;186.8;261;317.8;15;415;360-9038
31;153.5;219.1;237.4;11.4;415;348-3444
0;187.6;208.2;158.9;8.7;415;370-2892
0;230.9;243.2;182.4;11;415;383-4061
26;244.9;118;236;15.2;415;391-7937
0;230.9;223;157.8;9.7;415;389-4083
0;187.1;250.2;144.9;11;415;410-9633
0;170.7;191.1;214.6;13.3;415;418-9502
28;126.9;166.9;145.2;8.8;415;339-6637
0;189.5;207;214.1;9.2;510;356-3403
0;176.9;167.9;182.2;7.7;408;371-9457
0;161.1;198.8;228.4;10.6;415;391-8087
0;169.4;197.2;202.2;10.7;510;392-6420
20;254.4;161.7;251.4;10.5;415;399-4094
24;127.7;215;234.3;5.8;510;378-4013
26;170.5;217.2;225.7;13.6;415;386-6306
0;219.1;242.9;168.9;10.1;408;359-3618
0;273.5;183.8;153.8;11;510;340-8875
0;161.9;200.9;134;10.7;415;330-2693
27;241.7;142;288.9;9.4;510;403-7627
0;62.8;170.4;280.2;9.4;408;342-3678
22;281.1;143.7;239.4;11.2;415;344-9943
0;228.2;263.7;142.6;10.7;415;390-5686
0;209.8;194.5;200.4;11.3;408;358-5826
0;265.6;208.8;182.5;11.1;408;393-7826
0;214.9;117.8;133.7;11.8;415;335-9786
0;110.5;223.2;169.5;10.5;510;368-9860
45;281.1;198;94.3;7.5;415;416-9522
0;137.8;286.3;167;14.1;415;416-7307
33;271.5;253.4;165.4;8.2;510;397-6789
0;112.8;218.8;240.2;9;408;335-9501
0;187.3;239.7;167.5;15.1;408;388-1250
0;197;269.3;158.9;10.8;415;386-1374
32;180.4;129.4;166.9;8.4;415;346-8112
0;148.5;219.4;198.5;14.5;408;364-9040
22;197.1;259.4;134.7;14.6;415;366-3944
26;153.7;137.8;213.5;15.9;415;331-9861
27;261.3;220.9;179.4;11.3;415;330-2881
0;246.2;202.4;180.1;9.4;510;402-9558
0;191;318.8;247.3;6.5;510;341-3180
0;208.3;253.6;291;12.6;408;371-8598
0;253;219.3;210.8;9.8;415;398-8385
0;202.3;201.5;101.7;6.8;408;333-4154
0;174.4;156.3;136.5;10.2;408;330-3589
30;127.1;172.1;194.6;12.1;415;417-1477
16;143.5;242.6;147.7;11.3;510;327-5525
17;186.9;240;200.9;5.8;510;363-8244
0;194;242;146.3;12.1;510;419-9104
0;234.8;106.8;178.5;9.9;510;363-1560
0;123.7;103;189.4;13.1;510;341-4075
0;173.9;276.4;190.8;15.3;510;366-9074
41;130.9;203.4;171.7;12.4;510;367-1424
0;314.6;169.8;285.1;5.7;415;341-1191
0;227.9;207.5;211.7;12.1;510;342-9480
0;95.5;163.7;264.2;6.6;510;355-9360
0;185.3;208;206.1;15.1;408;343-1538
0;146.3;202.7;234.7;13.1;415;335-2331
16;184;76.4;185.1;12.7;510;335-7257
0;105.8;43.9;189.6;13.1;415;332-2137
0;178;153.8;236.6;11.7;415;352-2998
24;149.4;123.9;174.3;10.1;510;346-6941
0;209.4;132.5;149.4;11.3;510;400-2203
0;172.1;211.7;182.2;11.6;415;421-2955
0;169.3;217.9;184.2;9.4;510;331-6629
0;119.1;287.7;223;12.2;415;343-6314
0;194.2;173.4;268.7;5.5;415;414-6638
0;198.8;230.1;119.8;9.9;510;350-5883
0;167.7;93.7;241.3;13.4;408;409-4447
0;202.2;216.8;239.4;11.8;415;376-4856
0;322.5;204.6;186.2;9.4;408;335-1874
0;216.2;215.6;138.4;10.2;510;397-6255
0;76.4;115.6;226.3;9.4;415;381-5047
0;72.7;208.6;65.8;9.9;510;403-6850
31;210.4;225.5;168.7;9.7;415;375-3658
33;127.2;162.9;247.4;8.1;510;341-2603
28;201.8;304.9;225.6;11.9;510;342-5062
17;219.5;222.1;188.3;16.1;415;354-1558
0;99.3;270.5;225.3;9;408;351-9537
0;239.2;150;160.8;10.3;415;401-1252
0;120.9;235;95.1;11.4;415;366-9538
0;224.7;129.4;167.6;15.8;408;364-7622
19;176.6;162.7;215.5;14.6;408;393-9918
51;283.9;192;196.3;10;415;376-4484
0;180.6;190.9;295.6;10.3;415;410-6791
31;125.9;196.4;252.7;10.3;415;343-2392
0;237.6;192.4;207.4;9.1;408;408-4323
0;198.4;264.7;111.4;9.2;415;395-1718
0;274.3;52.9;246.1;10.9;408;354-9492
0;199.6;211.4;72.4;11;408;367-8168
0;217.7;273.5;226.9;9.6;510;340-3500
0;134.7;235.9;260.2;7.6;415;369-4962
24;212.7;257.5;227.8;9.7;415;334-8967
0;256.3;180.2;187.3;6.2;510;402-2377
0;183.6;120.7;215.1;12.7;408;366-3917
0;176.2;196;263.9;9.2;415;333-3531
37;205;165.4;185;11.7;415;333-8954
0;267.9;223;262.7;11.3;408;374-9203
0;179.2;175.2;228.6;9.9;415;334-3289
0;149.4;196.5;209.5;14.9;415;353-7822
38;163.6;146.7;345.8;13.1;510;350-1422
0;207.6;152.7;217.8;12.4;408;385-8406
0;165.4;183.7;80.2;8.9;510;380-7277
0;209.8;171.3;154.6;9.9;415;352-1798
27;220.1;268.2;146.5;11.1;415;385-7922
0;141.3;154.3;210.6;8.2;510;353-7730
0;196.5;241.3;143.2;4;408;337-7163
0;180.9;209.5;249.9;7.4;510;348-5567
0;105;251.6;258;14.9;408;420-9575
0;271.4;190.4;284.7;11.1;510;366-3358
43;206.7;174.6;241.5;10.9;510;359-9972
0;166.8;236;307.6;9.3;408;387-3332
0;204.9;135.2;208.2;10.4;415;354-6960
15;154.6;245.6;148.6;9.1;415;405-3335
0;127;323.2;143.9;7.5;415;379-4257
0;267.4;204.2;111.7;5.9;415;355-4992
0;281;160.6;77.9;0;415;383-6373
33;270.8;220.4;169.9;11.8;510;382-7993
0;171.2;185.6;203.3;10.2;408;422-5865
0;124.1;202.6;289.6;6.7;510;410-9961
0;162.8;290.3;114.9;7.2;415;343-9946
0;146.3;255.9;45;8;408;357-7060
0;254.8;143.4;153.9;15;415;355-9541
26;254.9;243.2;190.8;5.4;408;378-4145
31;107.7;188.9;196.2;8.9;510;386-2317
0;158.8;264.8;270;7.6;408;335-8146
0;182.9;239.6;229.8;5.5;415;377-2235
0;198.5;42.5;179.2;12.4;415;386-9141
0;178.4;233.6;179.4;12;415;416-5623
0;110.9;158.5;207.5;6.2;510;327-3053
27;166.9;221.2;197.3;12.3;415;395-6195
0;244.8;60.8;176.7;10.7;415;397-8772
0;120.8;169.8;194.1;11.9;510;346-7656
0;165.3;210;187.2;8.5;415;343-2350
0;126.7;155.5;206.2;14.4;415;372-4722
35;215.9;200.6;195.4;15.5;408;399-8615
0;140.1;209.6;264.1;8;415;379-8248
32;209.9;249.8;224.2;8.7;415;414-6219
29;139.8;138.2;221;5.5;510;387-1343
0;321.6;251.6;141.1;11.3;510;370-5527
0;166.6;218.8;208.3;8.2;510;393-8736
0;214.2;196.8;157.9;5.9;415;402-7626
0;260;210.5;234.7;9;415;370-2688
0;191.9;70.9;204.8;13.4;415;418-9036
0;213;188.8;136.2;13.5;408;417-2035
24;118.1;109.6;245.5;16.9;415;355-3602
0;190.2;166.4;219.8;15;408;393-4027
25;82.2;163.3;264.9;5.1;415;418-5141
32;163.8;177.8;190.4;8.1;415;406-1247
0;267.8;316.4;208.6;14.4;415;402-3892
0;159.8;120.4;163;10.6;510;332-2965
24;214.3;289.8;312.5;10.6;408;377-1218
0;287.3;288;266;10.5;510;355-2464
0;101.2;141.6;198.5;7.5;408;404-4611
0;102.8;281.7;228.1;13.2;415;373-2339
0;109.1;115.7;295.8;8.3;415;410-3503
0;215.9;217;342.8;5.2;408;410-4739
0;203.4;128.7;190.5;11;415;365-3562
0;110.1;169;166.7;9.2;510;387-7641
0;111;219.8;202;4.4;415;385-9744
0;239.9;142.3;364.3;9.3;415;398-5006
0;144.8;112.5;218.7;13.8;415;408-3977
0;135.4;205.9;204;7.9;408;334-2729
0;84.2;80.8;196.1;10.8;415;334-7685
0;209.1;106.1;179.6;14;415;350-9228
24;130.1;196;139.3;11.4;415;407-5774
24;175.8;155;180.7;7.8;510;413-4039
0;241.9;145.2;214.5;6.6;415;343-2077
0;136.7;228.6;265.3;9.8;415;336-5661
0;67.7;195.7;236.5;12;510;355-4143
0;200.4;309.2;152.1;10;415;366-5918
0;125.8;207.7;207.4;14.1;510;368-7555
0;128.2;133.2;177.6;11.2;408;408-2119
0;226.3;223;255.6;13;408;329-2789
37;162.3;233.9;277.4;9.2;510;334-1508
0;224.4;147.9;183.8;6.7;415;337-1506
0;120.5;189.7;270.1;14.3;415;396-8400
0;91.1;179.3;300.7;11.9;408;349-2654
0;168.8;241.4;204.8;15.5;415;417-2716
0;153.5;287.3;230.2;6.5;510;402-1725
0;226.2;140.3;208.9;6.4;415;403-3229
0;191.9;206.9;272;12.6;510;353-6056
28;167.9;190.7;193;9.2;415;399-9802
0;180;145;233.7;11.5;415;366-7069
0;257.4;261.1;204.4;13.4;408;332-5949
28;174.4;169.9;201.6;11;415;393-6376
0;159.7;155.4;255.7;8.4;408;354-7025
0;237.2;222.6;173.3;11;408;351-6585
0;103;242.3;170.2;7.9;415;330-5462
0;153.8;234;196.3;11.6;415;407-2292
0;205.1;160.5;149.5;10.7;415;340-3011
39;175.7;187.2;225.5;8.6;415;345-9153
0;155.9;224.2;221;8.6;510;379-5503
34;154.4;221.4;208.5;10.3;415;389-6790
23;209.7;183.6;205.5;7.1;415;408-3610
0;150;285.9;190.6;9.4;415;375-8238
23;232.4;186;190.5;12.3;510;378-5633
0;165.4;115.7;193.8;12.8;408;389-9120
0;199.2;187.3;214;13.3;415;380-2758
0;217.6;320.5;150.7;4.2;408;402-2728
0;212.1;150.1;219.8;7.7;415;354-9062
30;154;165.8;270;10.8;415;417-2054
31;193.8;202.6;191.2;13.3;408;353-1941
0;175.4;248.1;122.4;12.2;415;328-1522
22;152;258.8;263.2;15.7;510;408-4529
0;230.2;186.7;128.4;9.2;408;417-5320
33;174.9;248.2;164.6;13.5;408;370-9755
0;190.2;262.2;130;8.8;415;372-4835
0;176.4;224.9;219.6;11.5;415;334-6605
0;160.9;251.2;273.4;5;415;399-5564
0;228.7;163;154.1;11.8;415;392-2887
0;144;181.6;128.1;12.3;408;328-2110
31;135.9;271;179.1;9.5;510;383-5976
0;334.3;192.1;191;10.4;510;332-6181
0;130.5;131.2;264.7;13;415;330-5255
21;134.2;162.5;186.6;11.8;408;413-5190
0;278;266.4;224.1;13.1;415;394-7447
0;105.4;214.8;223.6;7.8;415;353-7096
0;188.9;203.9;151.8;11.6;510;395-6002
24;111.8;239.6;268.3;6.9;408;372-9816
33;159.1;149.8;213.4;13;415;400-7253
0;212.4;224.6;221.3;9;510;344-7470
0;142.3;306.3;196.5;9.9;415;378-8572
0;346.8;249.5;275.4;13.3;415;345-9140
15;113.9;145.3;195.2;11.8;415;340-5460
27;267.9;263.3;178.1;8.3;415;369-8024
0;171.4;115.2;224.5;17;510;395-8595
0;275.4;187.5;147.1;13.6;408;359-4587
31;197.2;249.9;298.9;3.9;415;375-5439
35;192.6;135.2;216.2;7.9;415;361-3779
26;91.7;150.6;63.3;7.7;510;375-8934
0;126.3;141.6;255.9;9.6;510;395-4757
33;251.5;234.1;213.4;10.4;510;421-7205
0;190.6;152.3;144.7;7.5;510;379-8805
0;116.1;201.8;181.9;11.6;510;348-2150
0;217.3;216.1;148.1;11.3;415;417-9128
0;179.4;232.5;175.8;14.7;510;351-4226
0;207.7;164.8;54.5;7.9;415;330-6630
0;277.3;228.4;117.3;12.8;408;387-9137
0;125.3;167.6;260.6;8.4;415;372-3987
32;138.1;167.3;238.9;6.8;408;408-5183
38;169.3;225.9;172;8.2;510;412-9357
27;201.3;143.8;150.2;12.3;415;402-3599
0;216.7;116.5;220;9.8;510;379-5211
0;190.4;317.5;133.4;8.3;415;405-9217
0;143.3;195.5;223.3;6;408;340-9200
42;97.4;203.6;173.9;11.4;415;339-9026
0;181.4;167.7;168.5;11.3;415;343-4772
0;246.4;256.2;169;3.8;510;345-2108
0;143.4;289.4;194;9.7;415;401-4650
0;104.9;198.5;258.2;8;415;400-3945
0;156.2;193;222.7;13.1;415;338-3781
0;114.8;81.9;304.3;12;415;342-6316
0;232.5;205.5;213.7;11.9;415;336-5920
0;143.6;152.4;194.4;8.6;415;332-1060
0;176.7;244.1;176.3;9.1;415;418-3426
0;263.4;230.3;170.6;11.4;415;408-6326
0;146.4;148.5;216.7;11.3;415;334-6142
33;145;194.5;242.3;14.2;415;336-6128
0;167.8;167.7;110.3;8.4;408;406-6708
0;166.9;154.9;189.4;7.2;510;388-8670
0;142.5;195.7;122.1;7.8;510;363-5853
0;133;262.8;214.3;11.2;510;383-6544
11;252.9;284.3;262.8;12.3;415;378-2940
28;95;291.2;159.6;10;415;338-7683
0;194.2;249.4;254.9;12.9;510;329-2786
0;222.8;215.9;223.5;0;415;369-9465
0;201.8;231.5;226.1;16.5;510;337-3769
42;216;232.3;215.5;9.3;415;400-6257
0;146.3;171.8;167.5;5.3;415;411-6663
0;234.8;140.9;204.3;9.5;510;384-3101
0;198.6;213.9;171.2;10.6;408;339-5329
0;94.4;215.1;179.7;13.1;408;388-9944
0;190.4;215.6;161.2;10;510;403-1769
32;142.6;208.2;171;12;408;390-1612
0;134.2;165;173.1;10.7;510;421-7214
0;111.9;114;146.8;14.1;415;338-6962
0;122.8;211.3;261.4;10.7;415;333-9826
0;189.3;220.9;238.7;9.2;510;411-8549
38;240.4;201.8;206.1;16.1;510;381-9234
24;93.5;183.4;240.7;9.9;510;387-9855
0;158.6;211.2;179.3;10.2;415;371-6990
0;243.2;147;94.9;7.2;510;417-3046
0;176.4;158.8;306.6;9.3;408;385-7082
0;220.9;242.2;233.3;6.4;510;365-5886
0;144.4;266.5;217.6;7.1;415;373-5196
0;212.3;228.4;163.3;7.7;510;327-6194
0;147;165.7;243.2;8.4;510;381-4565
25;96.2;178.9;182.1;12.9;510;357-9832
0;263.4;179.1;214.7;10.3;415;396-4845
0;12.5;256.6;169.4;7.7;415;378-6772
0;162.3;192.4;240.6;10.1;408;353-4296
0;183.6;58.6;202.6;8.7;408;362-8331
0;178.1;146.5;137.6;8.5;415;362-4685
0;201.4;97.6;202.5;7;408;383-1431
38;123;133.9;138.2;13.3;415;332-2258
0;208;198.9;76.4;8.6;510;375-8304
0;239.2;188.5;105.6;8.8;415;340-5580
0;193;89.8;172.8;15.3;510;362-1490
31;174.5;245.6;172.8;10.3;415;336-4281
26;116.7;145.9;175.1;9.9;415;361-1315
0;93.8;150;241.1;10.7;510;342-5906
30;154.1;118.7;258.4;12.9;415;405-7904
29;239.5;203.8;167.8;9.9;415;349-4762
25;216;224.1;267.9;11.8;510;385-3263
0;187.4;177.8;233.4;12.2;408;405-9496
0;167.4;233.2;109.6;10.3;415;396-6775
0;160.4;218.1;192.9;12.5;510;393-6475
0;143.2;209.1;173;11.9;415;379-7779
0;205.3;240.5;179.1;5;408;408-8650
25;219.1;151.5;50.1;14.3;408;400-3497
0;143.2;169.8;215.8;7.6;510;407-9244
0;232.8;175.2;212.2;12.5;415;406-8809
0;162;247.5;155.5;8.9;408;358-1778
27;25.9;206.5;228.1;6.5;415;337-4339
0;154.2;112.3;246.4;15.4;415;344-7197
0;322.3;222;162.8;6.7;408;333-7631
0;209.9;221.3;210;8.2;408;372-6623
0;191.5;175.2;220.3;0;415;363-2602
19;291.1;226.7;219.1;7.5;408;387-7757
0;215.6;216.2;171.3;11.8;415;397-5381
0;208.8;213.7;175.1;12.4;510;406-4604
0;255.9;204.1;171.3;12.3;415;376-9513
0;252.7;221.1;109.9;12.4;408;360-1852
0;132.1;247.5;246.2;6.9;408;421-7270
0;217;207;268;8.2;408;371-9482
42;101.9;223.1;241.6;12.9;510;337-4101
0;211.5;184.6;164.3;13.3;510;420-2796
0;153.4;198.5;164.4;10.4;510;366-4225
0;166.3;239.3;123.2;10;510;398-4567
0;185.2;170.4;165.1;9.5;408;388-4571
0;104.6;149.5;255.1;6.5;408;360-8666
0;245.2;159;229.9;7.2;415;333-3704
0;274.4;198.6;160.8;6;510;383-2566
0;98.4;249.6;248.2;14.2;415;406-5584
29;279.9;223.1;251.7;13;415;344-4691
0;187.2;195.6;181.8;5.1;510;347-9737
0;276.2;165.8;151.6;2.2;415;333-7961
35;200.4;272.8;214.5;8.3;415;364-2439
0;162.3;244;180.1;9.1;510;411-8043
0;176.9;102.8;213.7;10.5;510;332-5084
0;165.5;205.5;213.6;12.2;415;413-4831
0;217.8;189.7;182.6;10.4;415;343-4806
28;201.4;246.5;154.8;12.9;510;401-8735
0;190.5;179.6;258.5;10.1;510;391-8626
29;179.9;189.2;164.3;12.8;415;327-5817
0;235.9;80.6;212.8;5.8;510;381-4712
0;140.4;187.1;207.9;7.9;415;335-3320
0;144.6;258.8;253.2;7.4;415;415-8780
0;189;118.5;248.1;17.1;510;362-1146
0;101;155.6;304.4;13.3;408;352-7413
0;206.3;292.8;43.7;10.6;415;387-6716
15;165.1;267;250.7;10.9;408;352-1127
0;165;202.6;172.3;12.5;408;368-1288
0;155.9;256.1;262.9;11.7;415;403-5279
0;199.2;214.7;150.9;11.8;408;397-9333
0;155.3;188.2;247;12.3;415;411-7353
0;208.3;236.7;179.1;11.3;415;383-2537
0;157.1;162.6;150;12.1;415;330-4419
0;154.4;168.3;239.9;11.7;415;390-7930
0;189.1;246.1;242;10.4;415;362-5111
24;131.5;230.2;283.7;10;408;358-6796
0;166.4;243.2;229.2;9.9;415;409-7494
0;142.3;122.8;229.5;12.8;408;400-1636
19;87.7;223;182.3;7.3;408;389-2747
19;184.1;194.5;225.6;16.9;415;415-2176
31;174.5;224.2;116.3;12.3;415;377-8067
0;103.3;138.5;164.8;9;415;362-7835
0;35.1;180.8;251.6;12.7;415;361-5225
25;246.6;141.4;189.8;13;408;333-3447
37;78.5;210.5;179.7;11.8;415;341-3044
0;148.1;164.9;216;12.3;408;350-7306
0;206.2;256.4;117.1;9;408;353-8849
33;251.6;197.6;209.2;12.2;415;402-3476
26;270.3;215.2;254;14.4;415;338-6018
34;156.6;224.2;260.9;11.3;510;409-3520
0;139.4;223.7;173.1;13.6;408;357-1085
0;220.2;188.4;172.7;11.7;510;353-3285
39;214.1;169.2;189.7;10.1;415;409-9885
0;196;213.4;196.8;7.9;415;388-7701
0;106.4;240.1;147.7;5.3;415;385-8184
29;179.4;275.4;246.1;10;415;345-2863
0;216.7;144.3;135.3;10.8;408;353-6300
0;177.3;152.8;162.9;5.1;415;389-5649
0;151.6;219.4;224.7;4;415;378-8137
32;262.2;165.2;194.3;10.6;408;340-4627
0;173.6;91.7;211.7;9.7;415;352-6833
0;106.6;147.4;235.8;9.6;415;420-2000
